Fiscal Year Released,Recidivism Reporting Year,Race - Ethnicity,Age At Release ,Convicting Offense Classification,Convicting Offense Type,Convicting Offense Subtype,Main Supervising District,Release Type,Release type: Paroled to Detainder united,Part of Target Population,Recidivism - Return to Prison numeric
2010,2013,Asian or Pacific Islander - Non-Hispanic,25-34,D Felony,Property,Theft,5JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,45-54,B Felony,Drug,Trafficking,5JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,,Discharged End of Sentence,Discharged End of Sentence,No,1
2010,2013,Black - Non-Hispanic,45-54,D Felony,Drug,Drug Possession,,Discharged End of Sentence,Discharged End of Sentence,No,1
2010,2013,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Drug,Drug Possession,,Discharged End of Sentence,Discharged End of Sentence,No,1
2010,2013,Black - Non-Hispanic,Under 25,D Felony,Property,Burglary,2JD,Parole,Parole,Yes,1
2010,2013,Black - Non-Hispanic,25-34,C Felony,Property,Theft,6JD,Parole,Parole,Yes,1
2010,2013,Black - Non-Hispanic,35-44,C Felony,Property,Theft,7JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,,Discharged End of Sentence,Discharged End of Sentence,No,1
2010,2013,Black - Non-Hispanic,55 and Older,Aggravated Misdemeanor,Property,Theft,,Discharged End of Sentence,Discharged End of Sentence,No,1
2010,2013,White - Non-Hispanic,25-34,D Felony,Public Order,Traffic,3JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,,Discharged End of Sentence,Discharged End of Sentence,No,1
2010,2013,White - Non-Hispanic,25-34,B Felony,Drug,Trafficking,2JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,25-34,D Felony,Violent,Assault,5JD,Parole,Parole,Yes,1
2010,2013,Black - Non-Hispanic,35-44,D Felony,Public Order,OWI,5JD,Parole,Parole,Yes,1
2010,2013,Black - Non-Hispanic,35-44,C Felony,Drug,Trafficking,6JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,7JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,Under 25,D Felony,Public Order,OWI,1JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,35-44,Felony - Enhanced,Property,Burglary,2JD,Parole,Parole,Yes,1
2010,2013,American Indian or Alaska Native - Non-Hispanic,Under 25,D Felony,Property,Theft,3JD,Parole,Parole,Yes,1
2010,2013,Black - Non-Hispanic,25-34,B Felony,Drug,Trafficking,5JD,Parole,Parole,Yes,1
2010,2013,Black - Non-Hispanic,Under 25,C Felony,Drug,Trafficking,5JD,Parole,Parole,Yes,1
2010,2013,Black - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,1JD,Parole,Parole,Yes,1
2010,2013,Black - Non-Hispanic,Under 25,D Felony,Property,Burglary,2JD,Special Sentence,Special Sentence,Yes,1
2010,2013,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,5JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,Under 25,C Felony,Drug,Trafficking,2JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,25-34,C Felony,Property,Theft,,Discharged End of Sentence,Discharged End of Sentence,No,1
2010,2013,White - Non-Hispanic,25-34,D Felony,Drug,Drug Possession,8JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,45-54,Felony - Enhanced,Property,Burglary,,Discharged End of Sentence,Discharged End of Sentence,No,1
2010,2013,Black - Non-Hispanic,35-44,D Felony,Public Order,Flight/Escape,5JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,35-44,D Felony,Property,Forgery/Fraud,7JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,25-34,D Felony,Violent,Assault,7JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,7JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,35-44,D Felony,Violent,Sex,5JD,Special Sentence,Special Sentence,Yes,1
2010,2013,Black - Non-Hispanic,45-54,D Felony,Property,Burglary,6JD,Parole,Parole,Yes,1
2010,2013,Black - Non-Hispanic,45-54,C Felony,Drug,Trafficking,7JD,Parole,Parole,Yes,1
2010,2013,Black - Non-Hispanic,45-54,Aggravated Misdemeanor,Public Order,Traffic,5JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,,Discharged End of Sentence,Discharged End of Sentence,No,1
2010,2013,White - Non-Hispanic,35-44,D Felony,Property,Theft,7JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,45-54,B Felony,Violent,Robbery,8JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,Under 25,D Felony,Violent,Sex,7JD,Special Sentence,Special Sentence,Yes,1
2010,2013,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,1JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,35-44,D Felony,Property,Forgery/Fraud,5JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,,Discharged End of Sentence,Discharged End of Sentence,No,1
2010,2013,White - Non-Hispanic,25-34,D Felony,Public Order,OWI,3JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,8JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,5JD,Parole,Parole,Yes,1
2010,2013,White - Hispanic,25-34,D Felony,Drug,Trafficking,6JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,45-54,D Felony,Public Order,OWI,6JD,Parole,Parole,Yes,1
2010,2013,Black - Non-Hispanic,Under 25,C Felony,Drug,Trafficking,5JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,45-54,Felony - Enhanced,Drug,Trafficking,8JD,Parole,Parole,Yes,1
2010,2013,Black - Non-Hispanic,25-34,B Felony,Drug,Trafficking,5JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,35-44,D Felony,Property,Theft,3JD,Parole,Parole,Yes,1
2010,2013,Black - Non-Hispanic,35-44,Felony - Enhanced,Drug,Trafficking,1JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,35-44,B Felony,Drug,Trafficking,,Discharged End of Sentence,Discharged End of Sentence,No,1
2010,2013,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,,Discharged End of Sentence,Discharged End of Sentence,No,1
2010,2013,White - Non-Hispanic,Under 25,D Felony,Property,Vandalism,8JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,45-54,Felony - Enhanced,Public Order,OWI,,Discharged End of Sentence,Discharged End of Sentence,No,1
2010,2013,Black - Non-Hispanic,25-34,D Felony,Drug,Drug Possession,1JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,35-44,C Felony,Property,Burglary,7JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Violent,Assault,,Discharged End of Sentence,Discharged End of Sentence,No,1
2010,2013,White - Non-Hispanic,25-34,B Felony,Drug,Trafficking,5JD,Parole,Parole,Yes,1
2010,2013,Black - Non-Hispanic,45-54,D Felony,Public Order,OWI,2JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,45-54,D Felony,Property,Burglary,1JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,45-54,D Felony,Property,Forgery/Fraud,,Discharged End of Sentence,Discharged End of Sentence,No,1
2010,2013,Black - Non-Hispanic,45-54,B Felony,Violent,Other Violent,1JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,25-34,Felony - Enhanced,Property,Theft,2JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,35-44,D Felony,Public Order,OWI,5JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,Under 25,D Felony,Property,Theft,5JD,Parole,Parole,Yes,1
2010,2013,Black - Non-Hispanic,Under 25,Aggravated Misdemeanor,Other,Other Criminal,1JD,Parole,Parole,Yes,1
2010,2013,Black - Non-Hispanic,25-34,D Felony,Drug,Other Drug,5JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,45-54,D Felony,Property,Theft,7JD,Parole,Parole,Yes,1
2010,2013,Black - Non-Hispanic,35-44,D Felony,Drug,Drug Possession,,Discharged End of Sentence,Discharged End of Sentence,No,1
2010,2013,White - Non-Hispanic,45-54,D Felony,Drug,Drug Possession,,Discharged End of Sentence,Discharged End of Sentence,No,1
2010,2013,Black - Non-Hispanic,35-44,C Felony,Drug,Trafficking,7JD,Parole,Parole,Yes,1
2010,2013,Black - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Theft,,Discharged End of Sentence,Discharged End of Sentence,No,1
2010,2013,Black - Non-Hispanic,Under 25,C Felony,Property,Vandalism,8JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,8JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,25-34,B Felony,Drug,Trafficking,8JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,3JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,5JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Violent,Assault,,Discharged End of Sentence,Discharged End of Sentence,No,1
2010,2013,White - Non-Hispanic,25-34,C Felony,Property,Theft,7JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,55 and Older,C Felony,Property,Theft,8JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,25-34,C Felony,Property,Burglary,5JD,Parole,Parole,Yes,1
2010,2013,Black - Non-Hispanic,35-44,D Felony,Violent,Assault,5JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,Under 25,C Felony,Drug,Trafficking,5JD,Parole,Parole,Yes,1
2010,2013,Black - Non-Hispanic,25-34,C Felony,Violent,Robbery,1JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,25-34,B Felony,Drug,Trafficking,,Discharged End of Sentence,Discharged End of Sentence,No,1
2010,2013,Black - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Sex,8JD,Special Sentence,Special Sentence,Yes,1
2010,2013,Black - Non-Hispanic,25-34,C Felony,Violent,Other Violent,1JD,Parole,Parole,Yes,1
2010,2013,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,5JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Forgery/Fraud,,Discharged End of Sentence,Discharged End of Sentence,No,1
2010,2013,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,5JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,35-44,D Felony,Property,Burglary,5JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,45-54,D Felony,Property,Theft,,Discharged End of Sentence,Discharged End of Sentence,No,1
2010,2013,White - Non-Hispanic,35-44,D Felony,Property,Theft,,Discharged End of Sentence,Discharged End of Sentence,No,1
2010,2013,Black - Non-Hispanic,35-44,D Felony,Public Order,OWI,,Discharged End of Sentence,Discharged End of Sentence,No,1
2010,2013,Black - Non-Hispanic,35-44,Aggravated Misdemeanor,Public Order,Alcohol,,Discharged End of Sentence,Discharged End of Sentence,No,1
2010,2013,White - Non-Hispanic,45-54,B Felony,Other,Other Criminal,,Discharged End of Sentence,Discharged End of Sentence,No,1
2010,2013,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,,Discharged End of Sentence,Discharged End of Sentence,No,1
2010,2013,Black - Non-Hispanic,35-44,C Felony,Violent,Robbery,,Discharged End of Sentence,Discharged End of Sentence,No,1
2010,2013,White - Non-Hispanic,35-44,D Felony,Property,Theft,,Discharged End of Sentence,Discharged End of Sentence,No,1
2010,2013,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Public Order,Traffic,,Discharged End of Sentence,Discharged End of Sentence,No,1
2010,2013,White - Non-Hispanic,45-54,D Felony,Violent,Assault,8JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,1JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Forgery/Fraud,,Discharged End of Sentence,Discharged End of Sentence,No,1
2010,2013,White - Non-Hispanic,35-44,D Felony,Property,Forgery/Fraud,5JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Public Order,Alcohol,,Discharged End of Sentence,Discharged End of Sentence,No,1
2010,2013,White - Hispanic,25-34,C Felony,Drug,Trafficking,7JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,1JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Other,Special Sentence Revocation,8JD,Special Sentence,Special Sentence,Yes,1
2010,2013,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,8JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,Under 25,D Felony,Property,Vandalism,3JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Forgery/Fraud,5JD,Parole,Parole,Yes,1
2010,2013,American Indian or Alaska Native - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Theft,,Discharged End of Sentence,Discharged End of Sentence,No,1
2010,2013,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,5JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,25-34,C Felony,Violent,Sex,8JD,Special Sentence,Special Sentence,Yes,1
2010,2013,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,6JD,Parole,Parole,Yes,1
2010,2013,Black - Non-Hispanic,25-34,Felony - Enhanced,Drug,Trafficking,5JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Theft,,Discharged End of Sentence,Discharged End of Sentence,No,1
2010,2013,White - Non-Hispanic,35-44,D Felony,Property,Burglary,7JD,Parole,Parole,Yes,1
2010,2013,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,1JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,35-44,Felony - Enhanced,Public Order,OWI,1JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,55 and Older,Aggravated Misdemeanor,Other,Special Sentence Revocation,5JD,Special Sentence,Special Sentence,Yes,1
2010,2013,White - Non-Hispanic,25-34,D Felony,Property,Burglary,6JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,1JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,5JD,Parole,Parole,Yes,1
2010,2013,Black - Non-Hispanic,Under 25,Aggravated Misdemeanor,Violent,Assault,,Discharged End of Sentence,Discharged End of Sentence,No,1
2010,2013,Black - Non-Hispanic,45-54,D Felony,Property,Theft,,Discharged End of Sentence,Discharged End of Sentence,No,1
2010,2013,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Theft,1JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,25-34,D Felony,Property,Burglary,1JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,35-44,D Felony,Property,Burglary,,Discharged End of Sentence,Discharged End of Sentence,No,1
2010,2013,White - Non-Hispanic,35-44,D Felony,Drug,Trafficking,8JD,Parole,Parole,Yes,1
2010,2013,American Indian or Alaska Native - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Traffic,,Discharged End of Sentence,Discharged End of Sentence,No,1
2010,2013,White - Non-Hispanic,Under 25,D Felony,Public Order,Sex Offender Registry/Residency,,Discharged End of Sentence,Discharged End of Sentence,No,1
2010,2013,Black - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Theft,,Discharged End of Sentence,Discharged End of Sentence,No,1
2010,2013,White - Non-Hispanic,25-34,C Felony,Property,Burglary,,Discharged End of Sentence,Discharged End of Sentence,No,1
2010,2013,White - Non-Hispanic,25-34,Felony - Enhanced,Property,Forgery/Fraud,3JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,5JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,45-54,C Felony,Violent,Assault,5JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,2JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,25-34,D Felony,Property,Burglary,,Discharged End of Sentence,Discharged End of Sentence,No,1
2010,2013,White - Non-Hispanic,25-34,Felony - Enhanced,Drug,Trafficking,2JD,Parole,Parole,Yes,1
2010,2013,Black - Non-Hispanic,35-44,Aggravated Misdemeanor,Public Order,Prostitution/Pimping,7JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,45-54,D Felony,Property,Theft,,Discharged End of Sentence,Discharged End of Sentence,No,1
2010,2013,White - Non-Hispanic,35-44,Felony - Enhanced,Public Order,OWI,8JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,45-54,D Felony,Violent,Murder/Manslaughter,5JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,35-44,Felony - Enhanced,Drug,Other Drug,5JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,35-44,B Felony,Drug,Trafficking,5JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,55 and Older,Felony - Enhanced,Public Order,OWI,3JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Theft,,Discharged End of Sentence,Discharged End of Sentence,No,1
2010,2013,White - Non-Hispanic,35-44,C Felony,Property,Burglary,,Discharged End of Sentence,Discharged End of Sentence,No,1
2010,2013,Black - Non-Hispanic,55 and Older,C Felony,Property,Theft,,Discharged End of Sentence,Discharged End of Sentence,No,1
2010,2013,White - Non-Hispanic,35-44,C Felony,Drug,Other Drug,1JD,Parole,Parole,Yes,1
2010,2013,Black - Non-Hispanic,35-44,C Felony,Drug,Trafficking,3JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,35-44,D Felony,Property,Theft,,Discharged End of Sentence,Discharged End of Sentence,No,1
2010,2013,Black - Non-Hispanic,25-34,D Felony,Public Order,Sex Offender Registry/Residency,,Discharged End of Sentence,Discharged End of Sentence,No,1
2010,2013,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,3JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,,Discharged End of Sentence,Discharged End of Sentence,No,1
2010,2013,White - Non-Hispanic,Under 25,C Felony,Drug,Trafficking,2JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,35-44,Felony - Enhanced,Drug,Trafficking,5JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,4JD,Parole,Parole,Yes,1
2010,2013,Black - Non-Hispanic,Under 25,C Felony,Drug,Trafficking,,Discharged End of Sentence,Discharged End of Sentence,No,1
2010,2013,Black - Non-Hispanic,45-54,D Felony,Public Order,OWI,,Discharged End of Sentence,Discharged End of Sentence,No,1
2010,2013,Black - Non-Hispanic,45-54,Felony - Enhanced,Drug,Drug Possession,1JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,25-34,Felony - Enhanced,Drug,Trafficking,5JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,25-34,D Felony,Property,Forgery/Fraud,6JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,25-34,C Felony,Property,Burglary,5JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,35-44,C Felony,Property,Burglary,,Discharged End of Sentence,Discharged End of Sentence,No,1
2010,2013,White - Non-Hispanic,35-44,D Felony,Drug,Trafficking,8JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Drug,Drug Possession,8JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,45-54,D Felony,Drug,Drug Possession,1JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,45-54,Felony - Enhanced,Property,Theft,1JD,Parole,Parole,Yes,1
2010,2013,Black - Non-Hispanic,35-44,Aggravated Misdemeanor,Violent,Assault,,Discharged End of Sentence,Discharged End of Sentence,No,1
2010,2013,White - Non-Hispanic,35-44,D Felony,Drug,Drug Possession,,Discharged End of Sentence,Discharged End of Sentence,No,1
2010,2013,White - Non-Hispanic,55 and Older,Aggravated Misdemeanor,Drug,Drug Possession,,Discharged End of Sentence,Discharged End of Sentence,No,1
2010,2013,White - Non-Hispanic,25-34,D Felony,Property,Burglary,5JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,Under 25,C Felony,Drug,Other Drug,8JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Traffic,5JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,25-34,Felony - Enhanced,Property,Burglary,1JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,2JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,35-44,Felony - Enhanced,Drug,Drug Possession,2JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,25-34,D Felony,Property,Vandalism,8JD,Parole,Parole,Yes,1
2010,2013,White - Hispanic,25-34,D Felony,Public Order,Traffic,5JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,,Discharged End of Sentence,Discharged End of Sentence,No,1
2010,2013,White - Non-Hispanic,25-34,D Felony,Property,Theft,6JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,,Discharged End of Sentence,Discharged End of Sentence,No,1
2010,2013,White - Non-Hispanic,45-54,D Felony,Violent,Assault,5JD,Parole,Parole,Yes,1
2010,2013,Black - Non-Hispanic,45-54,C Felony,Drug,Trafficking,,Discharged End of Sentence,Discharged End of Sentence,No,1
2010,2013,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,2JD,Parole,Parole,Yes,1
2010,2013,Black - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Theft,2JD,Parole,Parole,Yes,1
2010,2013,White - Hispanic,35-44,B Felony,Drug,Trafficking,1JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,8JD,Parole,Parole,Yes,1
2010,2013,Black - Non-Hispanic,Under 25,D Felony,Drug,Other Drug,,Discharged End of Sentence,Discharged End of Sentence,No,1
2010,2013,White - Non-Hispanic,35-44,D Felony,Drug,Other Drug,,Discharged End of Sentence,Discharged End of Sentence,No,1
2010,2013,White - Non-Hispanic,Under 25,C Felony,Drug,Trafficking,5JD,Parole,Parole,Yes,1
2010,2013,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Violent,Sex,5JD,Special Sentence,Special Sentence,Yes,1
2010,2013,White - Non-Hispanic,25-34,D Felony,Property,Theft,2JD,Parole,Parole,Yes,1
